path,size_bytes,file_count,purpose,classification,include_in_git,manifest_only,exclude,justification,risk_level,largest_files,private_path_or_mount_name_in_path,credential_like_filename_present,final_paper_relationship,future_iclr_relationship
aaai_upgrade/METHOD_SECTION_INSERTION_PLAN.md,661,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/METHOD_SECTION_INSERTION_PLAN.md (661 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/METHOD_WIN_MECHANISM_REPORT.md,4847,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/METHOD_WIN_MECHANISM_REPORT.md (4847 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/METHOD_WIN_SEARCH_REPORT.md,4403,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/METHOD_WIN_SEARCH_REPORT.md (4403 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/METHOD_WIN_TEMPORAL_PROFILE.md,4303,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/METHOD_WIN_TEMPORAL_PROFILE.md (4303 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/MODEL_CARD_BASELINES.md,530,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/MODEL_CARD_BASELINES.md (530 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/MORE_RUNS_EXECUTION_DASHBOARD.md,2616,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/MORE_RUNS_EXECUTION_DASHBOARD.md (2616 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/MORE_RUNS_GO_NO_GO_RECOMMENDATION.md,383,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/MORE_RUNS_GO_NO_GO_RECOMMENDATION.md (383 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/MORE_RUNS_LOCAL_IMPORT_GUIDE.md,687,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/MORE_RUNS_LOCAL_IMPORT_GUIDE.md (687 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/MORE_RUNS_MASTER_PLAN.json,11468,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/MORE_RUNS_MASTER_PLAN.json (11468 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/MORE_RUNS_MASTER_PLAN.md,2787,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/MORE_RUNS_MASTER_PLAN.md (2787 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/MORE_RUNS_PRIORITY_SCORECARD.md,1019,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/MORE_RUNS_PRIORITY_SCORECARD.md (1019 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/MULTI_DATASET_CLAIM_POLICY.md,2644,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/MULTI_DATASET_CLAIM_POLICY.md (2644 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NARRATIVE_SHIFT_SYNTHESIS.md,2038,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NARRATIVE_SHIFT_SYNTHESIS.md (2038 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NEGATIVE_CONTROL_REPORT.md,376,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NEGATIVE_CONTROL_REPORT.md (376 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NEGATIVE_CONTROL_STATUS.md,2085,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NEGATIVE_CONTROL_STATUS.md (2085 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NEXT_ACTION_AFTER_KAGGLE_RESET.md,1028,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NEXT_ACTION_AFTER_KAGGLE_RESET.md (1028 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NEXT_GPU_10SEED_PLAN.md,2273,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NEXT_GPU_10SEED_PLAN.md (2273 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NEXT_GPU_OR_DATA_ACTION.md,646,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NEXT_GPU_OR_DATA_ACTION.md (646 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NEXT_GPU_PLAN_NO_EXECUTION.md,2426,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NEXT_GPU_PLAN_NO_EXECUTION.md (2426 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NEXT_GPU_SESSION_ONE_PAGE_PLAN.md,2544,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NEXT_GPU_SESSION_ONE_PAGE_PLAN.md (2544 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NEXT_RUN_PLAN_WITH_RUNTIMES.md,1816,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NEXT_RUN_PLAN_WITH_RUNTIMES.md (1816 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NOTEBOOK_POLICY.md,546,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NOTEBOOK_POLICY.md (546 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NOTE_ON_HISTORICAL_AAAI_PREFIX.md,441,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NOTE_ON_HISTORICAL_AAAI_PREFIX.md (441 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NOVELTY_BOUNDARY.md,785,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NOVELTY_BOUNDARY.md (785 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/NO_MORE_USEFUL_NON_GPU_WORK_VERDICT.md,834,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/NO_MORE_USEFUL_NON_GPU_WORK_VERDICT.md (834 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
